Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.by_fabric [single_line_text_field],Metafield: custom.by_pieces [single_line_text_field],Metafield: custom.by_type [single_line_text_field],Metafield: custom.by_color [single_line_text_field],_title_branded,_title_whitelabel,_source_brand,_source_url,_in_stock_at_source
alkaram-artistic-blended-fmarb-22w-mehndi,Alkaram · Ladies Unstitched Casual Viscose 1 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Viscose, pieces:1, type:Casual, colour:Green",FALSE,Title,Default Title,KJC-LU-ALK-10106,shopify,0,deny,manual,5467.00,7810.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/fmarb-22w-mehndi1_ujs2c4tgnw5jtrzu_12070cea-289d-4882-b135-2a1ddf7a2438.jpg?v=1718574899,1,Ladies Unstitched Casual Viscose 1 piece,draft,Viscose,1 piece,Casual,Green,Alkaram · Ladies Unstitched Casual Viscose 1 piece,Ladies Unstitched Casual Viscose 1 piece,Alkaram,https://alkaramstudio.com/products/artistic-blended-fmarb-22w-mehndi,yes
alkaram-cresta-blended-59835,Alkaram · Ladies Unstitched Casual,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, type:Casual, colour:Black",FALSE,Title,Default Title,KJC-LU-ALK-10107,shopify,0,deny,manual,840.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/fmcrb-21-black_1__1_qmsl7uz5g20jcbyf_f1125845-0ad7-49c0-871d-5183a3858c94.jpg?v=1718584201,1,Ladies Unstitched Casual,draft,,,Casual,Black,Alkaram · Ladies Unstitched Casual,Ladies Unstitched Casual,Alkaram,https://alkaramstudio.com/products/cresta-blended-59835,no
alkaram-rts-shirt-trouser-dupatta-ms-66-1-25-1-green,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered",FALSE,Title,Default Title,KJC-LU-ALK-10108,shopify,0,deny,manual,6990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/MS-66.1-25-1-Green-1_a1e331cc-7aa6-4ee5-986c-5cccaa730914.jpg?v=1756382107,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ms-66-1-25-1-green,yes
alkaram-rts-shirt-trouser-dupatta-ms-76-25-1-orange,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10109,shopify,0,deny,manual,3003.00,4290.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/MS-76-25-1-Orange-1_8f96c51b-12f0-4815-83b5-9d7b0a88f984.jpg?v=1756382102,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ms-76-25-1-orange,yes
alkaram-rts-shirt-trouser-dupatta-ms-76-25-1-off-white,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10110,shopify,0,deny,manual,3003.00,4290.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/MS-76-25-1-Off_White-1_4a25d4c2-5108-45b4-8bc8-ab84798463cd.jpg?v=1756382100,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ms-76-25-1-off-white,yes
alkaram-rts-shirt-trouser-dupatta-ss-53-1-25-3-blue,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10111,shopify,0,deny,manual,3843.00,5490.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-53.1-25-3-Blue-1.jpg?v=1755502168,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-53-1-25-3-blue,yes
alkaram-rts-shirt-trouser-dupatta-ss-51-1-25-3-blue,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10112,shopify,0,deny,manual,4123.00,5890.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-51.1-25-3-BLUE-1_58285eeb-36cf-4071-9ae0-15aac48e3888.jpg?v=1754468145,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-51-1-25-3-blue,yes
alkaram-3-piece-embroidered-dyed-self-jacquard-suit-with-printed-chiffon-dupatta-ss-31-1-25-2-beige,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered",FALSE,Title,Default Title,KJC-LU-ALK-10113,shopify,0,deny,manual,4123.00,5890.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-31.1-25-2-BEIGE-1_aaa820f9-7d91-4e85-813a-b29fae02137b.jpg?v=1749720210,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/3-piece-embroidered-dyed-self-jacquard-suit-with-printed-chiffon-dupatta-ss-31-1-25-2-beige,yes
alkaram-3-pc-printed-lawn-suit-with-lawn-dupatta-ss-33-24-2-off-white-ss-33-24-2-pink-off-white,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10114,shopify,0,deny,manual,3423.00,4890.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-33-24-2-Pink-1_2a9759a8-55b3-41cb-ade7-b7d3b56a2db6.jpg?v=1731501056,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-printed-lawn-suit-with-lawn-dupatta-ss-33-24-2-off-white-ss-33-24-2-pink-off-white,yes
alkaram-3-pc-printed-lawn-suit-with-lawn-dupatta-ss-20-24-2-black-ss-20-24-2-beige,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10115,shopify,0,deny,manual,3423.00,4890.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-20-24-2-Beige-1_81fc29b7-49a5-4797-9e7f-7b23db42b6ec.jpg?v=1731501050,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-printed-lawn-suit-with-lawn-dupatta-ss-20-24-2-black-ss-20-24-2-beige,yes
alkaram-3-piece-printed-kirundi-suit-with-karandi-dupatta-fw-49-1-24-orange,Alkaram · Ladies Unstitched Printed Karandi 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Karandi, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10116,shopify,0,deny,manual,5593.00,7990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FW-49.1-24-ORANGE-1_60f56065-5a30-42c7-ad21-9827efeb9ef5.jpg?v=1726838037,1,Ladies Unstitched Printed Karandi 3 piece,draft,Karandi,3 piece,Printed,,Alkaram · Ladies Unstitched Printed Karandi 3 piece,Ladies Unstitched Printed Karandi 3 piece,Alkaram,https://alkaramstudio.com/products/3-piece-printed-kirundi-suit-with-karandi-dupatta-fw-49-1-24-orange,yes
alkaram-3-pc-printed-lawn-suit-with-lawn-dupatta-ss-17-24-2-brown,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10117,shopify,0,deny,manual,3423.00,4890.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-17-24-2-Brown-1.jpg?v=1718873895,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-printed-lawn-suit-with-lawn-dupatta-ss-17-24-2-brown,yes
alkaram-3-pc-printed-lawn-suit-with-lawn-dupatta-ss-19-1-24-2-black,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10118,shopify,0,deny,manual,3423.00,4890.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-19.1-24-2-Black-1.jpg?v=1718563879,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-printed-lawn-suit-with-lawn-dupatta-ss-19-1-24-2-black,yes
alkaram-3-pc-printed-lawn-suit-with-poly-chiffon-dupatta-ss-19-24-2-orange,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10119,shopify,0,deny,manual,3794.00,5420.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-19-24-2-White-1.jpg?v=1720083507,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-printed-lawn-suit-with-poly-chiffon-dupatta-ss-19-24-2-orange,yes
alkaram-3-pc-embroidered-lawn-suit-with-chiffon-dupatta-ss-43-24-yellow,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed",FALSE,Title,Default Title,KJC-LU-ALK-10120,shopify,0,deny,manual,4158.00,5940.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/SS-43-24-Yellow-1.jpg?v=1718536808,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-lawn-suit-with-chiffon-dupatta-ss-43-24-yellow,yes
alkaram-2-pc-printed-lawn-suit-with-lawn-dupatta-flrz-6-1-23-black,Alkaram · Ladies Unstitched Casual 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, type:Casual, colour:Silver",FALSE,Title,Default Title,KJC-LU-ALK-10121,shopify,0,deny,manual,3060.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FLRZ-6.1-23-Black_1.jpg?v=1718521616,1,Ladies Unstitched Casual 2 piece,draft,,2 piece,Casual,Silver,Alkaram · Ladies Unstitched Casual 2 piece,Ladies Unstitched Casual 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-printed-lawn-suit-with-lawn-dupatta-flrz-6-1-23-black,yes
alkaram-2-pc-printed-lawn-suit-with-lawn-dupatta-flrz-17-1-23-red,Alkaram · Ladies Unstitched Casual 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, type:Casual, colour:Silver",FALSE,Title,Default Title,KJC-LU-ALK-10122,shopify,0,deny,manual,3060.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FLRZ-17.1-23-Red_1.jpg?v=1718521606,1,Ladies Unstitched Casual 2 piece,draft,,2 piece,Casual,Silver,Alkaram · Ladies Unstitched Casual 2 piece,Ladies Unstitched Casual 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-printed-lawn-suit-with-lawn-dupatta-flrz-17-1-23-red,yes
alkaram-2-pc-printed-lawn-suit-with-lawn-dupatta-flrz-2-1-23-olive-green,Alkaram · Ladies Unstitched Casual 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, type:Casual, colour:Silver",FALSE,Title,Default Title,KJC-LU-ALK-10123,shopify,0,deny,manual,3060.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FLRZ-2.1-23-Olive_Green_1.jpg?v=1718521590,1,Ladies Unstitched Casual 2 piece,draft,,2 piece,Casual,Silver,Alkaram · Ladies Unstitched Casual 2 piece,Ladies Unstitched Casual 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-printed-lawn-suit-with-lawn-dupatta-flrz-2-1-23-olive-green,yes
alkaram-2-pc-printed-lawn-suit-with-lawn-dupatta-flrs-18-1-23-mint-green,Alkaram · Ladies Unstitched Casual 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, type:Casual",FALSE,Title,Default Title,KJC-LU-ALK-10124,shopify,0,deny,manual,3060.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FW-_18.1-23-Mint_Green_1.jpg?v=1718520032,1,Ladies Unstitched Casual 2 piece,draft,,2 piece,Casual,,Alkaram · Ladies Unstitched Casual 2 piece,Ladies Unstitched Casual 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-printed-lawn-suit-with-lawn-dupatta-flrs-18-1-23-mint-green,yes
alkaram-2-pc-printed-lawn-suit-with-lawn-dupatta-flrs-21-1-23-orange,Alkaram · Ladies Unstitched Casual 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, type:Casual",FALSE,Title,Default Title,KJC-LU-ALK-10125,shopify,0,deny,manual,3060.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FW-_21.1-23-Orange_1.jpg?v=1718521534,1,Ladies Unstitched Casual 2 piece,draft,,2 piece,Casual,,Alkaram · Ladies Unstitched Casual 2 piece,Ladies Unstitched Casual 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-printed-lawn-suit-with-lawn-dupatta-flrs-21-1-23-orange,yes
alkaram-2-pc-printed-lawn-suit-with-lawn-dupatta-flrs-48-1-23-grey,Alkaram · Ladies Unstitched Casual 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, type:Casual",FALSE,Title,Default Title,KJC-LU-ALK-10126,shopify,0,deny,manual,3060.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FW-_48.1-23-Grey_1.jpg?v=1718521507,1,Ladies Unstitched Casual 2 piece,draft,,2 piece,Casual,,Alkaram · Ladies Unstitched Casual 2 piece,Ladies Unstitched Casual 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-printed-lawn-suit-with-lawn-dupatta-flrs-48-1-23-grey,yes
alkaram-woolen-shawl-fabric-fw-c-23d-23-black,Alkaram · Ladies Unstitched Casual 1 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:1, type:Casual",FALSE,Title,Default Title,KJC-LU-ALK-10127,shopify,0,deny,manual,2135.00,3050.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FW-C-23D-23-Black-1.jpg?v=1718659327,1,Ladies Unstitched Casual 1 piece,draft,,1 piece,Casual,,Alkaram · Ladies Unstitched Casual 1 piece,Ladies Unstitched Casual 1 piece,Alkaram,https://alkaramstudio.com/products/woolen-shawl-fabric-fw-c-23d-23-black,yes
alkaram-3-pc-printed-lawn-suit-with-jacquard-net-dupatta-ss-30-1-23-yellow,Alkaram · Ladies Unstitched Printed 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Printed, colour:Yellow",FALSE,Title,Default Title,KJC-LU-ALK-10128,shopify,0,deny,manual,3787.00,5410.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/SS-30.1-23-Yellow-4.jpg?v=1718558096,1,Ladies Unstitched Printed 3 piece,draft,,3 piece,Printed,Yellow,Alkaram · Ladies Unstitched Printed 3 piece,Ladies Unstitched Printed 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-printed-lawn-suit-with-jacquard-net-dupatta-ss-30-1-23-yellow,yes
alkaram-2-pc-embroidered-lawn-suit-with-cambric-trouser-64914,Alkaram · Ladies Unstitched Casual Lawn 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:2, type:Casual",FALSE,Title,Default Title,KJC-LU-ALK-10129,shopify,0,deny,manual,2541.00,3630.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/ss-33.1-22-2-multi-1_tnccpvxkan3wbdui_8fcf7e8d-bb0d-4721-b8a8-da832b3be2bf.jpg?v=1718503598,1,Ladies Unstitched Casual Lawn 2 piece,draft,Lawn,2 piece,Casual,,Alkaram · Ladies Unstitched Casual Lawn 2 piece,Ladies Unstitched Casual Lawn 2 piece,Alkaram,https://alkaramstudio.com/products/2-pc-embroidered-lawn-suit-with-cambric-trouser-64914,yes
alkaram-1-pc-poly-chiffon-dupatta-62509,Alkaram · Ladies Unstitched Casual 1 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:1, type:Casual, colour:Blue",FALSE,Title,Default Title,KJC-LU-ALK-10130,shopify,0,deny,manual,693.00,990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/slrd-02-22-blue_1__su1nmzzxuaxgcnyu_9463c132-dbd1-4765-9ccc-f5f93d4db919.jpg?v=1718482416,1,Ladies Unstitched Casual 1 piece,draft,,1 piece,Casual,Blue,Alkaram · Ladies Unstitched Casual 1 piece,Ladies Unstitched Casual 1 piece,Alkaram,https://alkaramstudio.com/products/1-pc-poly-chiffon-dupatta-62509,yes
alkaram-4-pc-embroidered-organza-suit-with-organza-dupatta-hf-05-24-ochre,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered",FALSE,Title,Default Title,KJC-LU-ALK-10131,shopify,0,deny,manual,16408.00,20510.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/HF-05-24-Ochre-1.jpg?v=1718572712,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/4-pc-embroidered-organza-suit-with-organza-dupatta-hf-05-24-ochre,yes
alkaram-3-pc-embroidered-glim-suit-with-zari-lawn-dupatta-fc-w-14d-23-3-brown,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered",FALSE,Title,Default Title,KJC-LU-ALK-10132,shopify,0,deny,manual,7175.00,10250.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/FC-W-14D-23-3-BROWN_3_Piece-1.jpg?v=1718532294,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-glim-suit-with-zari-lawn-dupatta-fc-w-14d-23-3-brown,yes
alkaram-3-pc-embroidered-two-way-slub-suit-with-yarn-dyed-dupatta-fc-13e-23-2-grey,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered, colour:Grey",FALSE,Title,Default Title,KJC-LU-ALK-10133,shopify,0,deny,manual,5439.00,7770.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FC-13E-23-2-Grey-1.jpg?v=1718542518,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,Grey,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-two-way-slub-suit-with-yarn-dyed-dupatta-fc-13e-23-2-grey,yes
alkaram-3-pc-embroidered-lawn-suit-with-chiffon-dupatta-fc-10d-23-2-cream,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered, colour:Cream",FALSE,Title,Default Title,KJC-LU-ALK-10134,shopify,0,deny,manual,5145.00,7350.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FC-10D-23-2-Cream-1.jpg?v=1718536276,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,Cream,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-lawn-suit-with-chiffon-dupatta-fc-10d-23-2-cream,yes
alkaram-3-pc-embroidered-one-way-slub-suit-with-fancy-dupatta-fc-1a-23-2-mint,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered, colour:Green",FALSE,Title,Default Title,KJC-LU-ALK-10135,shopify,0,deny,manual,4711.00,6730.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FC-1A-23-2-Mint-_-3-Piece.jpg?v=1718539902,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,Green,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-one-way-slub-suit-with-fancy-dupatta-fc-1a-23-2-mint,yes
alkaram-3-pc-embroidered-suit-with-cotton-silk-dupatta-32878,Alkaram · Ladies Unstitched Embroidered Silk 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Silk, pieces:3, type:Embroidered, colour:Pink",FALSE,Title,Default Title,KJC-LU-ALK-10136,shopify,0,deny,manual,6258.00,8940.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/fc-11e-21-2-pink-2_rmtjclwnkthojkkd_e247f7d4-dc49-4970-a0bb-8ac2571ec17c.jpg?v=1718541124,1,Ladies Unstitched Embroidered Silk 3 piece,draft,Silk,3 piece,Embroidered,Pink,Alkaram · Ladies Unstitched Embroidered Silk 3 piece,Ladies Unstitched Embroidered Silk 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-suit-with-cotton-silk-dupatta-32878,yes
alkaram-3-pc-embroidered-organza-zari-suit-with-chiffon-dupatta-64803,Alkaram · Ladies Unstitched Embroidered 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Embroidered, colour:Yellow",FALSE,Title,Default Title,KJC-LU-ALK-10137,shopify,0,deny,manual,8470.00,12100.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/products/fc-31k-22-pale-yellow-1_rw4r1h6luwpsk68a_cf079aeb-14a3-455f-a4df-80cf8863ae67.jpg?v=1718540064,1,Ladies Unstitched Embroidered 3 piece,draft,,3 piece,Embroidered,Yellow,Alkaram · Ladies Unstitched Embroidered 3 piece,Ladies Unstitched Embroidered 3 piece,Alkaram,https://alkaramstudio.com/products/3-pc-embroidered-organza-zari-suit-with-chiffon-dupatta-64803,yes
alkaram-rts-shirt-dupatta-fw-119-1-25-1-purple,Alkaram · Ladies Unstitched 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2, colour:Purple",FALSE,Title,Default Title,KJC-LU-ALK-10138,shopify,0,deny,manual,2093.00,2990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FW-119.1-25-1-Purple-1_4c6a1c33-e8ee-4791-8dae-874c22739c47.jpg?v=1759410012,1,Ladies Unstitched 2 piece,draft,,2 piece,,Purple,Alkaram · Ladies Unstitched 2 piece,Ladies Unstitched 2 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-dupatta-fw-119-1-25-1-purple,yes
alkaram-rts-shirt-dupatta-fw-118-1-25-1-green,Alkaram · Ladies Unstitched 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2",FALSE,Title,Default Title,KJC-LU-ALK-10139,shopify,0,deny,manual,2093.00,2990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FW-118.1-25-1-Green-1.jpg?v=1762262555,1,Ladies Unstitched 2 piece,draft,,2 piece,,,Alkaram · Ladies Unstitched 2 piece,Ladies Unstitched 2 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-dupatta-fw-118-1-25-1-green,yes
alkaram-rts-shirt-dupatta-fw-137-25-1-grey,Alkaram · Ladies Unstitched 2 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:2",FALSE,Title,Default Title,KJC-LU-ALK-10140,shopify,0,deny,manual,2093.00,2990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/FW-137-25-1-Grey-1_254b1bce-ecab-45a8-95ab-9ecb7c0d7db7.jpg?v=1759409885,1,Ladies Unstitched 2 piece,draft,,2 piece,,,Alkaram · Ladies Unstitched 2 piece,Ladies Unstitched 2 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-dupatta-fw-137-25-1-grey,yes
